,Unnamed: 0,ID,GestureSize,Velocity_X,Velocity_Y,Velocity_Z,Position_X,Position_Y,Position_z,VelocityMagnitude,TimeRelativeToPrep,AngleToBP1,DistanceCoveredSoFar,Acceleration,BPM,Trial
7301,7363,356.34S100T1,S,0.01737376,-0.6738839,0.11215699999999999,0.5109585999999999,-0.365521,0.07267293,0.6833743,0.54,72.88622,0.31702070000000004,3.244485,100,21
7302,7364,356.36S100T1,S,0.01737376,-0.6738839,0.11215699999999999,0.511306,-0.3789987,0.07491608,0.6833743,0.56,70.6429,0.3306882,3.244485,100,21
7303,7365,356.38S100T1,S,0.01523649,-0.73797,0.09651066,0.5113491,-0.3866118,0.07431504,0.7444099000000001,0.58,68.6467,0.3383251,1.9117220000000001,100,21
7304,7366,356.4S100T1,S,0.009286761999999999,-0.7389166,0.04921412,0.5113840999999999,-0.4061502,0.07381397,0.7406119999999999,0.6,61.35944,0.35786999999999997,2.2745290000000002,100,21
7305,7367,356.42S100T1,S,0.005634005,-0.7163476,0.008438348,0.5114064,-0.42410559999999997,0.07251779,0.7164195,0.62,49.16095,0.37587209999999993,1.43646,100,21
7306,7368,356.44S100T1,S,-0.001908199,-0.7029446,-0.02370594,0.5110420999999999,-0.4420797000000001,0.0705263,0.7033468,0.64,25.86114,0.39395990000000003,1.2821719999999999,100,21
7307,7369,356.46S100T1,S,-0.001908199,-0.7029446,-0.02370594,0.511004,-0.45613859999999995,0.07005218,0.7033468,0.66,0.6516206999999999,0.4080268,1.2821719999999999,100,21
7308,7370,358.2S100T2,S,-0.09258315,-0.5926839,-0.02221711,0.5823415,-0.4226022,0.09951579,0.6002828,0.0,-999.0,0.0,3.26213,100,22
7309,7371,358.22S100T2,S,-0.1538256,-0.6072623,-0.0718067,0.5767061,-0.4388142,0.09589896,0.6305441999999999,0.02,-999.0,0.0,2.853456,100,22
7310,7372,358.24S100T2,S,-0.2023999,-0.5956060000000001,-0.11501660000000001,0.5702092,-0.45398869999999997,0.09143803,0.6394850000000001,0.04,-999.0,0.0,2.766814,100,22
